0.00794328234724281,0,0.000300688301689668
0.00794328234724281,2,0.000283967294012825
0.00794328234724281,4,0.000271951112868353
0.00794328234724281,6,0.000259873290650507
0.00794328234724281,8,0.000249256471083051
0.00794328234724281,10,0.000236802869921097
0.00794328234724281,12,0.000224407184869057
0.00794328234724281,14,0.000215422310782972
0.00794328234724281,16,0.000199924562968699
0.00794328234724281,18,0.000190473163109501
0.00794328234724281,20,0.000177487928485909
0.00794328234724281,22,0.000165665908967331
0.00794328234724281,24,0.000153896409234887
0.00794328234724281,26,0.000141746195748623
0.00794328234724281,28,0.00013205519640511
0.00794328234724281,30,0.000118512533098851
0.00794328234724281,32,0.000109559937231604
0.00794328234724281,34,9.84451155011666e-05
0.00794328234724281,36,8.59977692817096e-05
0.00794328234724281,38,7.57379289400162e-05
0.00794328234724281,40,6.43743131777417e-05
0.00794328234724281,42,5.56295900230088e-05
0.00794328234724281,44,4.67298578055419e-05
0.00794328234724281,46,4.04773423822238e-05
0.00794328234724281,48,3.63169246001887e-05
0.00794328234724281,50,3.65464676568527e-05
0.00794328234724281,52,4.13390947965222e-05
0.00794328234724281,54,4.62071388430617e-05
0.00794328234724281,56,5.46598553227705e-05
0.00794328234724281,58,6.3138473449713e-05
0.00794328234724281,60,7.13425269667678e-05
0.00794328234724281,62,8.14679903375987e-05
0.00794328234724281,64,9.32130812203939e-05
0.00794328234724281,66,0.000102176332727921
0.00794328234724281,68,0.00011399583702149
0.00794328234724281,70,0.000124211752017292
0.00794328234724281,72,0.000135007293712619
0.00794328234724281,74,0.00014525604951753
0.00794328234724281,76,0.000156250791189456
0.00794328234724281,78,0.000167554429967666
0.00794328234724281,80,0.0001794235945461
0.0117063378161711,0,0.000349310493232221
0.0117063378161711,2,0.000339110417525557
0.0117063378161711,4,0.000326852127815795
0.0117063378161711,6,0.000307818619373678
0.0117063378161711,8,0.000299561734814673
0.0117063378161711,10,0.000284864241074838
0.0117063378161711,12,0.00027214514645922
0.0117063378161711,14,0.000258177457347286
0.0117063378161711,16,0.000245516109548447
0.0117063378161711,18,0.000228108402145259
0.0117063378161711,20,0.000220331614315169
0.0117063378161711,22,0.000207643631153024
0.0117063378161711,24,0.000192286281392845
0.0117063378161711,26,0.000177763959366473
0.0117063378161711,28,0.0001671383895682
0.0117063378161711,30,0.000155664913758918
0.0117063378161711,32,0.000140292418078298
0.0117063378161711,34,0.000126344441047259
0.0117063378161711,36,0.00011745590252905
0.0117063378161711,38,0.000108771299418839
0.0117063378161711,40,9.24303661019838e-05
